orderid,brand_name,product_name,sales_ammount,sales_date
0000082,Nokia,Nk500,47810.35,2018-07-24
0000083,Samsung,galaxy11,5210.72,2019-04-21
0000084,Nokia,Nk500,98648.21,2019-04-22
0000085,Apple,Macbook512,90702.69,2019-07-02
0000086,Nokia,Nk320,9551.54,2018-08-19
0000087,Apple,Macbook512,93364.81,2019-01-05
0000088,Nokia,Nk500,29154.32,2019-07-06
0000089,Apple,laptop256,51888.15,2019-06-27
0000090,Nokia,Nk400,69032.63,2018-10-12
0000091,Apple,IpadMini,75042.95,2020-02-28
0000092,Samsung,galaxy10,54942.53,2019-05-24
0000093,Nokia,Nk320,70826.94,2018-09-02
0000094,Apple,iphone12,56622.36,2018-10-02
0000095,Nokia,Nk400,55179.85,2018-10-09
0000096,Samsung,galaxy10,32739.9,2018-09-26
0000097,Samsung,galaxy10,54661.06,2020-02-02
0000098,Samsung,galaxy12,1199.12,2020-01-10
0000099,Nokia,Nk320,81374.73,2018-07-02
0000100,Nokia,Nk500,17428.51,2019-02-24
0000101,Samsung,galaxy10,60489.08,2020-02-05
0000102,Apple,iphon11,34001.17,2019-11-05
0000103,Apple,laptop256,52443.74,2019-03-30
0000104,Apple,Macbook512,19422.34,2019-12-08
0000105,Apple,iphone12,59461.34,2019-11-26
0000106,Apple,laptop256,79727.9,2019-07-31
0000107,Nokia,Nk400,29873.05,2018-09-06
0000108,Nokia,Nk320,96310.39,2020-03-27
0000109,Apple,iphoneSE,37879.33,2018-05-11
0000110,Nokia,Nk400,56635.28,2020-01-11
0000111,Samsung,watch320,1922.92,2019-08-12
0000112,Apple,iphon11,72065.92,2019-07-27
0000113,Apple,iphoneSE,58607.98,2019-06-23
0000114,Nokia,Nk500,22654.41,2019-02-12
0000115,Samsung,galaxy12,1522.78,2018-08-24
0000116,Apple,iphone13,73123.54,2019-10-06
0000117,Nokia,Nk320,66113.02,2018-09-23
0000118,Apple,iphone13,81400.41,2020-04-05
0000119,Nokia,Nk500,87796.66,2018-12-09
0000120,Samsung,galaxy11,37009.45,2018-10-21
0000121,Nokia,Nk320,83617.44,2019-12-14
0000122,Samsung,watch340,92376.11,2019-09-19
0000123,Apple,iphon11,56694.9,2018-05-29
0000124,Nokia,Nk320,78229.25,2018-10-07
0000125,Apple,IpadMini,53494.65,2018-11-01
0000126,Nokia,Nk400,33751.42,2018-10-17
0000127,Apple,iphoneSE,15661.31,2019-03-04
0000128,Nokia,Nk400,19022.34,2019-08-31
0000129,Samsung,galaxy10,49293.02,2019-09-28
0000130,Samsung,watch320,47366.98,2019-01-15
0000131,Nokia,Nk500,95073.47,2019-03-22
0000132,Apple,iphon11,94704.72,2019-02-03
0000133,Nokia,Nk320,41819.47,2018-06-02
0000134,Samsung,galaxy10,42164.97,2018-10-12
0000135,Nokia,Nk320,99214.61,2019-10-09
0000136,Samsung,galaxy12,43111.74,2019-09-12
0000137,Samsung,galaxy13,66197.71,2018-06-05
0000138,Apple,iphoneSE,24431.52,2018-06-01
0000139,Samsung,galaxy12,14545.33,2019-01-08
0000140,Nokia,Nk400,46809.78,2018-10-05
0000141,Apple,iphon11,95622.36,2019-11-08
0000142,Samsung,galaxy11,86654.8,2019-08-28
0000143,Nokia,Nk500,35670.18,2019-03-21
0000144,Samsung,galaxy11,33057.24,2019-05-30
0000145,Apple,Macbook512,86816.01,2018-10-25
0000146,Nokia,Nk500,13627.16,2018-08-06
0000147,Samsung,galaxy12,31718.98,2019-07-01
0000148,Samsung,watch320,21665.67,2018-11-04
0000149,Nokia,Nk320,85867.54,2019-01-21
0000150,Samsung,galaxy11,93251.31,2019-10-01
0000151,Apple,iphon11,42331.8,2019-04-28
0000152,Apple,IpadMax,17707.09,2018-10-18
0000153,Apple,iphoneSE,43011.96,2018-08-05
0000154,Apple,laptop256,28114.61,2018-07-19
0000155,Apple,iphon11,10287.67,2019-05-24
0000156,Apple,IpadMax,25718.48,2018-05-02
0000157,Apple,laptop256,99373.32,2018-07-28
0000158,Nokia,Nk500,31679.76,2020-02-19
0000159,Nokia,Nk320,27798.39,2020-04-10
0000160,Samsung,watch320,84134.1,2020-04-18
0000161,Apple,iphon11,33452.44,2019-11-29
0000162,Samsung,galaxy10,10176.21,2019-12-03
0000163,Apple,IpadMini,4269.19,2018-05-27
0000164,Apple,iphone13,14873.98,2019-12-15
0000165,Samsung,galaxy10,23256.74,2019-04-26
0000166,Apple,iphone12,28954.33,2019-02-05
0000167,Apple,Macbook512,70369.79,2020-03-24
0000168,Apple,iphon11,62907.68,2019-08-20
0000169,Apple,Macbook512,68262.41,2019-10-14
0000170,Nokia,Nk500,37845.58,2019-05-22
0000171,Apple,IpadMini,77332.03,2019-08-29
0000172,Nokia,Nk320,14049.98,2018-09-20
0000173,Apple,iphoneSE,74622.93,2018-06-01
0000174,Samsung,galaxy11,75656.49,2018-06-21
0000175,Apple,iphone13,75134.27,2019-09-16
0000176,Samsung,galaxy13,38855.34,2019-09-07
0000177,Apple,Macbook512,78959.75,2018-07-06
0000178,Apple,IpadMax,97567.06,2018-11-24
0000179,Apple,iphoneSE,46132.15,2019-09-03
0000180,Nokia,Nk320,37315.98,2018-12-10
0000181,Apple,iphone13,75780.59,2019-12-01
0000182,Samsung,watch340,84618.08,2018-11-03
0000183,Nokia,Nk400,340.46,2019-01-16
0000184,Samsung,galaxy13,19952.4,2019-10-09
0000185,Apple,Macbook512,32020.8,2019-11-16
0000186,Nokia,Nk320,20053.34,2019-10-30
0000187,Apple,laptop256,19823.33,2020-03-16
0000188,Samsung,watch320,73388.68,2019-01-02
0000189,Apple,iphon11,15993.8,2018-07-30
0000190,Nokia,Nk500,44016.66,2020-02-27
0000191,Apple,laptop256,49453.78,2018-09-23
0000192,Apple,iphon11,91207.44,2020-04-11
0000193,Apple,iphon11,27025.27,2018-07-10
0000194,Apple,Macbook512,18068.46,2019-04-24
0000195,Nokia,Nk320,90130.99,2019-10-08
0000196,Apple,iphoneSE,10345.76,2019-02-23
0000197,Samsung,galaxy10,16414.15,2018-05-05
0000198,Nokia,Nk320,59549.88,2019-03-12
0000199,Samsung,galaxy10,41552.13,2018-06-30
0000200,Apple,IpadMini,72930.47,2020-03-19
0000201,Nokia,Nk400,226.47,2018-05-08
0000202,Samsung,watch320,96526.01,2018-07-13
0000203,Nokia,Nk320,30318.98,2018-05-04
0000204,Nokia,Nk320,54403.62,2019-06-30
0000205,Samsung,galaxy13,4570.85,2018-06-20
0000206,Apple,iphone12,82255.11,2019-08-28
0000207,Samsung,galaxy12,91878.18,2019-05-09
0000208,Samsung,galaxy10,46278.61,2019-07-08
0000209,Apple,iphone12,80882.0,2018-08-28
0000210,Nokia,Nk400,88258.87,2018-10-18
0000211,Nokia,Nk320,79974.5,2019-07-18
0000212,Apple,iphone13,32639.88,2018-10-14
0000213,Apple,iphone12,33208.15,2018-08-17
0000214,Nokia,Nk320,15516.09,2019-06-30
0000215,Nokia,Nk500,85414.92,2018-08-10
0000216,Nokia,Nk400,50892.56,2019-09-11
0000217,Nokia,Nk500,44713.96,2019-08-24
0000218,Apple,iphoneSE,32764.26,2019-08-11
0000219,Samsung,galaxy11,20191.26,2018-05-12
0000220,Nokia,Nk500,67054.35,2019-11-05
0000221,Nokia,Nk400,10969.49,2018-07-30
0000222,Apple,Macbook512,11739.46,2019-06-30
0000223,Nokia,Nk400,17790.45,2018-07-12
0000224,Nokia,Nk320,77001.67,2020-03-20
0000225,Nokia,Nk400,81976.91,2020-04-02
0000226,Samsung,galaxy12,96907.37,2020-01-11
0000227,Samsung,galaxy13,61556.55,2019-01-24
0000228,Samsung,galaxy12,33716.57,2018-11-11
0000229,Samsung,galaxy10,63068.84,2019-06-15
0000230,Apple,iphoneSE,77000.93,2019-10-28
0000231,Nokia,Nk500,50195.76,2019-10-18
0000232,Samsung,galaxy12,56160.3,2020-04-22
0000233,Samsung,galaxy11,55383.37,2019-09-17
0000234,Samsung,galaxy11,75821.38,2018-11-18
0000235,Nokia,Nk320,42484.11,2018-05-25
0000236,Apple,iphon11,77787.82,2020-03-26
0000237,Samsung,galaxy10,21663.41,2020-02-26
0000238,Samsung,watch340,2457.65,2019-06-14
0000239,Nokia,Nk320,97332.62,2019-05-15
0000240,Nokia,Nk320,55094.9,2018-12-31
0000241,Samsung,watch340,82720.06,2020-03-03
0000242,Samsung,watch340,98574.74,2020-03-02
0000243,Samsung,galaxy13,90765.11,2020-02-25
0000244,Apple,laptop256,48342.27,2020-01-16
0000245,Apple,iphoneSE,33939.02,2018-12-31
0000246,Nokia,Nk500,67473.2,2019-05-04
0000247,Apple,IpadMax,20721.12,2020-03-22
0000248,Apple,iphoneSE,89920.34,2019-06-27
0000249,Samsung,galaxy13,98497.09,2018-07-16
0000250,Nokia,Nk320,1676.33,2019-06-08
0000251,Samsung,galaxy12,15071.26,2018-12-28
0000252,Nokia,Nk320,75387.74,2020-02-01
0000253,Nokia,Nk400,80283.74,2018-10-04
0000254,Apple,IpadMini,91021.24,2019-05-23
0000255,Samsung,galaxy13,89434.44,2019-03-05
0000256,Nokia,Nk500,83737.5,2020-03-12
0000257,Apple,iphoneSE,54216.25,2019-01-18
0000258,Apple,laptop256,2287.72,2018-11-27
0000259,Apple,laptop256,637.05,2018-07-21
0000260,Nokia,Nk320,70869.33,2019-07-06
0000261,Apple,Macbook512,57243.16,2019-03-14
0000262,Nokia,Nk400,21600.86,2019-06-22
0000263,Samsung,watch340,70797.72,2018-07-27
0000264,Samsung,galaxy11,34587.2,2019-04-19
0000265,Samsung,galaxy13,73899.18,2019-07-06
0000266,Samsung,watch320,86905.5,2018-05-09
0000267,Samsung,galaxy13,26478.65,2018-12-19
0000268,Samsung,galaxy10,57138.51,2019-04-09
0000269,Samsung,watch340,1512.17,2019-04-14
0000270,Samsung,watch320,65253.7,2018-07-21
0000271,Samsung,galaxy11,37847.59,2019-12-08
0000272,Apple,iphone13,17256.61,2020-01-30
0000273,Apple,iphone13,7518.79,2019-08-15
0000274,Apple,iphone13,3870.96,2019-10-19
0000275,Samsung,galaxy13,15675.4,2018-09-04
0000276,Nokia,Nk400,17509.9,2019-05-31
0000277,Nokia,Nk320,37375.34,2019-06-21
0000278,Apple,iphoneSE,34316.63,2019-06-12
0000279,Samsung,galaxy11,90097.71,2019-03-13
0000280,Apple,Macbook512,22251.93,2020-01-19
0000281,Apple,iphone13,78274.17,2018-11-30
0000282,Samsung,galaxy10,50681.71,2018-10-16
0000283,Apple,IpadMax,96629.48,2019-10-07
0000284,Samsung,watch340,90225.51,2018-07-23
0000285,Nokia,Nk500,84567.18,2018-08-24
0000286,Apple,iphone13,80654.84,2019-01-04
0000287,Samsung,galaxy13,93054.09,2018-09-15
0000288,Samsung,galaxy12,32387.1,2019-04-01
0000289,Nokia,Nk320,61009.19,2019-04-02
0000290,Nokia,Nk320,12727.04,2019-08-04
0000291,Nokia,Nk320,7561.8,2019-12-29
0000292,Apple,IpadMax,71490.88,2020-01-25
0000293,Nokia,Nk320,84704.72,2019-03-27
0000294,Samsung,watch320,75261.4,2018-08-15
0000295,Samsung,watch320,90050.92,2018-05-19
0000296,Nokia,Nk320,43846.74,2020-01-18
0000297,Nokia,Nk500,93460.42,2019-04-20
0000298,Nokia,Nk400,77125.84,2019-12-20
0000299,Nokia,Nk400,74135.03,2020-01-03
0000300,Apple,IpadMini,27619.02,2020-01-11
0000301,Apple,iphone13,49807.87,2018-07-21
0000302,Samsung,galaxy11,54721.72,2019-08-20
0000303,Nokia,Nk320,47916.98,2019-08-26
0000304,Samsung,galaxy11,60784.63,2019-12-26
0000305,Apple,laptop256,36792.39,2020-04-26
0000306,Nokia,Nk320,71083.6,2019-05-22
0000307,Samsung,galaxy11,75394.12,2018-10-01
0000308,Samsung,watch340,52418.74,2018-12-22
0000309,Samsung,galaxy12,40918.15,2018-06-01
0000310,Apple,IpadMax,80592.46,2018-05-28
0000311,Nokia,Nk500,66033.95,2018-07-13
0000312,Apple,iphone13,73652.7,2019-08-20
0000313,Samsung,galaxy12,63633.38,2018-12-14
0000314,Apple,laptop256,36941.83,2018-10-20
0000315,Nokia,Nk500,21932.58,2018-10-05
0000316,Apple,IpadMini,39464.33,2018-06-13
0000317,Apple,iphone12,52573.25,2018-09-14
0000318,Samsung,galaxy10,61589.29,2018-09-15
0000319,Apple,Macbook512,55718.26,2019-11-26
0000320,Apple,IpadMax,39783.74,2018-11-21
0000321,Samsung,galaxy10,1624.53,2018-08-06
0000322,Apple,Macbook512,9302.78,2019-08-31
0000323,Nokia,Nk400,71251.98,2019-05-01
0000324,Nokia,Nk500,2882.32,2019-11-22
0000325,Apple,iphoneSE,83228.58,2019-01-12
0000326,Apple,iphone12,75065.67,2019-10-16
0000327,Apple,iphoneSE,59202.87,2019-04-16
0000328,Samsung,galaxy12,90205.53,2019-10-19
0000329,Samsung,watch340,66676.13,2019-10-31
0000330,Apple,iphon11,54100.5,2018-12-05
0000331,Samsung,galaxy11,41462.25,2020-03-16
0000332,Samsung,watch340,37750.1,2019-09-19
0000333,Nokia,Nk500,72134.67,2019-05-27
0000334,Nokia,Nk320,9891.39,2018-10-17
0000335,Nokia,Nk320,94247.53,2018-10-21
0000336,Apple,Macbook512,10083.48,2019-03-20
0000337,Nokia,Nk500,57152.86,2019-06-01
0000338,Apple,Macbook512,87089.49,2019-05-05
0000339,Apple,iphone12,30459.98,2018-09-13
0000340,Apple,iphoneSE,88041.21,2018-05-05
0000341,Apple,iphone12,50633.48,2020-02-07
0000342,Samsung,galaxy10,21596.23,2018-10-05
0000343,Nokia,Nk320,17400.58,2018-09-07
0000344,Nokia,Nk400,48971.95,2019-03-30
0000345,Samsung,watch340,74989.84,2018-05-23
0000346,Nokia,Nk400,37514.98,2019-11-01
0000347,Nokia,Nk500,50209.9,2019-03-27
0000348,Samsung,galaxy11,78805.36,2018-08-23
0000349,Samsung,watch320,31122.39,2018-10-31
0000350,Samsung,watch320,70613.08,2018-11-05
0000351,Samsung,watch340,81031.69,2019-07-03
0000352,Samsung,watch340,28124.2,2018-07-02
0000353,Apple,Macbook512,35927.53,2020-01-27
0000354,Apple,iphone12,74577.86,2019-08-19
0000355,Samsung,watch340,46600.99,2019-11-29
0000356,Samsung,watch320,42512.67,2019-01-12
0000357,Samsung,galaxy10,97622.13,2020-02-03
0000358,Samsung,galaxy12,83430.71,2019-02-07
0000359,Apple,laptop256,34251.39,2018-10-31
0000360,Samsung,galaxy11,8178.95,2018-08-18
0000361,Nokia,Nk400,34242.32,2019-05-15
0000362,Samsung,galaxy13,41361.24,2019-07-17
0000363,Samsung,galaxy13,18930.45,2019-07-10
0000364,Apple,iphoneSE,82636.59,2020-02-24
0000365,Samsung,galaxy13,83134.02,2019-09-01
0000366,Apple,iphoneSE,43886.99,2018-07-12
0000367,Nokia,Nk320,99288.01,2018-05-01
0000368,Samsung,galaxy10,24678.53,2019-05-11
0000369,Apple,iphone12,62641.48,2019-05-22
0000370,Apple,laptop256,89938.67,2018-05-22
0000371,Nokia,Nk500,80735.23,2018-06-10
0000372,Samsung,watch320,68003.37,2018-05-22
0000373,Apple,iphon11,40480.19,2018-11-25
0000374,Samsung,galaxy12,94083.86,2019-01-09
0000375,Apple,IpadMax,68406.49,2018-12-04
0000376,Nokia,Nk400,95537.01,2020-04-06
0000377,Nokia,Nk500,65492.71,2020-02-04
0000378,Nokia,Nk320,36740.68,2019-10-30
0000379,Nokia,Nk400,59913.73,2018-07-28
0000380,Nokia,Nk400,44084.12,2018-08-11
0000381,Nokia,Nk400,53345.32,2020-04-04
0000382,Apple,iphone12,45963.6,2018-10-20
0000383,Samsung,watch340,53017.09,2019-09-10
0000384,Apple,Macbook512,26874.94,2019-10-23
0000385,Apple,Macbook512,94971.28,2018-12-20
0000386,Samsung,watch340,4410.93,2019-12-30
0000387,Nokia,Nk400,83391.31,2018-10-11
0000388,Apple,iphoneSE,73422.86,2019-09-03
0000389,Apple,IpadMini,1886.46,2018-09-02
0000390,Samsung,galaxy11,69810.86,2019-02-11
0000391,Samsung,galaxy10,3464.58,2018-08-18
0000392,Nokia,Nk400,49579.35,2019-12-04
0000393,Apple,iphoneSE,71897.43,2018-10-12
0000394,Samsung,watch320,12454.05,2020-02-25
0000395,Nokia,Nk320,85506.44,2018-10-16
0000396,Nokia,Nk400,45636.81,2018-08-21
0000397,Apple,IpadMini,3129.71,2019-12-10
0000398,Apple,iphone13,13117.28,2018-10-20
0000399,Apple,Macbook512,27283.05,2019-11-08
0000400,Nokia,Nk320,10391.4,2018-07-01
0000401,Nokia,Nk400,42260.8,2020-02-27
0000402,Samsung,watch340,21395.54,2019-06-24
0000403,Apple,laptop256,23296.14,2018-05-15
0000404,Nokia,Nk400,18135.2,2018-12-14
0000405,Samsung,galaxy11,60109.5,2018-07-26
0000406,Nokia,Nk320,31997.74,2018-05-23
0000407,Apple,IpadMini,61830.3,2019-03-13
0000408,Nokia,Nk320,33615.04,2018-12-18
0000409,Nokia,Nk320,74046.67,2019-11-05
0000410,Apple,IpadMini,750.26,2018-11-19
0000411,Samsung,watch320,23961.17,2018-10-16
0000412,Nokia,Nk400,63071.75,2018-07-07
0000413,Samsung,watch320,6170.62,2018-05-03
0000414,Nokia,Nk400,83229.18,2018-10-03
0000415,Samsung,watch340,39830.26,2018-05-01
0000416,Samsung,galaxy12,89817.67,2019-03-28
0000417,Apple,Macbook512,30211.03,2019-02-22
0000418,Apple,iphon11,94341.36,2020-02-26
0000419,Apple,iphon11,32943.94,2019-05-18
0000420,Samsung,watch340,91702.51,2019-03-27
0000421,Samsung,watch320,56802.0,2019-03-09
0000422,Apple,IpadMini,45212.23,2019-10-17
0000423,Apple,iphone13,70741.62,2019-05-20
0000424,Samsung,watch320,87359.33,2019-04-25
0000425,Nokia,Nk500,4506.64,2019-12-11
0000426,Samsung,galaxy10,77256.77,2019-07-15
0000427,Nokia,Nk500,42912.83,2019-02-18
0000428,Nokia,Nk320,41076.69,2020-04-08
0000429,Samsung,watch320,31411.29,2019-07-27
0000430,Samsung,galaxy10,97266.83,2019-06-16
0000431,Nokia,Nk500,79986.01,2019-09-08
0000432,Apple,iphone13,30790.1,2019-02-16
0000433,Samsung,watch320,78016.65,2019-12-06
0000434,Nokia,Nk320,88601.99,2018-08-26
0000435,Nokia,Nk500,53881.3,2019-01-30
0000436,Samsung,galaxy10,76192.27,2019-05-12
0000437,Nokia,Nk400,20128.86,2020-03-10
0000438,Apple,Macbook512,78696.65,2020-03-06
0000439,Samsung,watch340,38378.2,2019-08-22
0000440,Apple,IpadMini,43896.84,2019-05-27
0000441,Apple,Macbook512,19109.24,2019-07-09
0000442,Samsung,galaxy11,90798.44,2018-05-08
0000443,Apple,laptop256,11181.27,2018-08-07
0000444,Nokia,Nk500,99247.93,2018-12-29
0000445,Samsung,galaxy13,39485.42,2020-03-20
0000446,Nokia,Nk400,49514.63,2019-02-24
0000447,Apple,iphoneSE,46031.66,2019-06-26
0000448,Apple,iphone13,87734.18,2019-03-16
0000449,Nokia,Nk320,40539.72,2018-09-05
0000450,Nokia,Nk400,77840.41,2019-05-20
0000451,Apple,iphone12,15828.56,2018-11-04
0000452,Apple,IpadMax,66299.52,2019-10-07
0000453,Apple,iphone13,45521.75,2019-08-22
0000454,Apple,Macbook512,29036.91,2019-11-27
0000455,Samsung,watch340,91861.52,2019-10-24
0000456,Samsung,galaxy11,94451.38,2019-07-07
0000457,Samsung,galaxy12,85352.08,2019-10-20
0000458,Apple,IpadMini,38918.71,2018-11-13
0000459,Apple,iphon11,49245.35,2020-04-11
0000460,Nokia,Nk400,97405.06,2018-07-21
0000461,Nokia,Nk500,31328.79,2019-05-25
0000462,Nokia,Nk400,7750.07,2018-07-07
0000463,Nokia,Nk500,32713.8,2018-06-30
0000464,Apple,IpadMini,46873.13,2019-12-17
0000465,Nokia,Nk500,47871.35,2019-07-21
0000466,Samsung,watch340,16955.52,2018-09-22
0000467,Apple,IpadMax,76937.03,2018-07-06
0000468,Apple,laptop256,78716.73,2019-10-27
0000469,Apple,iphone12,80688.72,2019-07-15
0000470,Apple,IpadMini,67506.4,2018-06-05
0000471,Nokia,Nk500,58426.06,2019-12-28
0000472,Samsung,galaxy10,59574.6,2018-09-02
0000473,Nokia,Nk400,37235.11,2019-06-16
0000474,Nokia,Nk320,93913.63,2018-05-06
0000475,Samsung,galaxy12,58935.98,2018-10-21
0000476,Apple,laptop256,8247.49,2019-07-13
0000477,Samsung,watch340,37329.26,2019-09-10
0000478,Samsung,watch320,99252.31,2019-10-26
0000479,Apple,IpadMini,56325.72,2019-04-23
0000480,Samsung,galaxy11,90090.28,2018-05-23
0000481,Apple,IpadMax,88577.11,2019-07-12
0000482,Samsung,galaxy12,20620.55,2020-03-11
0000483,Samsung,galaxy13,74765.22,2020-04-06
0000484,Apple,iphoneSE,79068.95,2019-06-29
0000485,Samsung,galaxy11,83298.15,2019-05-08
0000486,Nokia,Nk500,59261.3,2020-04-20
0000487,Nokia,Nk500,91936.33,2019-11-08
0000488,Samsung,galaxy13,42018.94,2020-04-17
0000489,Samsung,galaxy13,49743.05,2020-01-23
0000490,Nokia,Nk500,10115.16,2019-05-31
0000491,Nokia,Nk320,90573.96,2018-06-04
0000492,Samsung,watch340,55216.45,2019-10-15
0000493,Samsung,galaxy12,38187.9,2019-04-24
0000494,Nokia,Nk320,65216.06,2018-05-25
0000495,Samsung,galaxy13,81599.88,2018-09-17
0000496,Nokia,Nk320,72188.82,2019-01-27
0000497,Apple,iphon11,68357.09,2020-02-05
0000498,Samsung,galaxy13,72065.28,2019-02-28
0000499,Apple,iphone12,66594.44,2018-12-13
0000500,Apple,iphon11,43787.79,2020-01-05
0000501,Apple,iphon11,16478.18,2020-01-07
0000502,Samsung,galaxy12,29441.47,2019-09-18
0000503,Samsung,galaxy10,37463.13,2019-06-04
0000504,Samsung,watch340,97337.19,2020-04-14
0000505,Nokia,Nk320,26187.08,2020-02-24
0000506,Nokia,Nk500,72170.49,2020-02-18
0000507,Samsung,watch340,31531.87,2020-03-28
0000508,Samsung,galaxy10,63260.19,2018-07-11
0000509,Samsung,galaxy10,30741.53,2019-05-02
0000510,Nokia,Nk400,31873.5,2019-06-05
0000511,Apple,Macbook512,27726.62,2018-10-05
0000512,Nokia,Nk500,61170.61,2018-09-16
0000513,Nokia,Nk400,50140.92,2019-06-02
0000514,Samsung,watch320,38707.51,2019-12-15
0000515,Nokia,Nk400,7376.26,2019-12-02
0000516,Nokia,Nk400,91626.94,2018-08-18
0000517,Samsung,galaxy11,98663.87,2019-08-05
0000518,Nokia,Nk320,31737.32,2018-12-22
0000519,Samsung,galaxy13,51875.29,2018-05-23
0000520,Samsung,galaxy12,70889.79,2019-10-29
0000521,Nokia,Nk500,63260.72,2019-05-26
0000522,Samsung,galaxy11,84428.78,2018-08-12
0000523,Samsung,galaxy11,6903.2,2019-04-18
0000524,Samsung,galaxy12,41035.66,2019-10-17
0000525,Samsung,galaxy10,59550.58,2019-10-29
0000526,Nokia,Nk320,18408.74,2018-08-29
0000527,Samsung,watch320,61246.57,2019-02-09
0000528,Apple,IpadMax,65202.69,2019-07-06
0000529,Samsung,watch340,51071.45,2019-03-05
0000530,Nokia,Nk500,16322.28,2020-03-08
0000531,Samsung,galaxy11,79432.76,2019-03-07
0000532,Nokia,Nk400,77146.88,2020-04-16
0000533,Nokia,Nk400,44083.73,2018-05-07
0000534,Apple,iphone13,44455.24,2019-08-09
0000535,Nokia,Nk400,56520.6,2019-03-06
0000536,Nokia,Nk500,27540.49,2020-03-20
0000537,Nokia,Nk400,66050.08,2018-10-18
